,property_name,society,price,per_sqft,bedroom,bathroom,configuration,area,area_with_type,area_type,floor_number,facing,age_possession,furnish_details,balcony,additional_rooms,features,description,address,location,nearby_location,property_type
1882,"18 Bedroom House in Sector 39, Gurgaon","18 Bedroom House in Sector 39, Gurgaon",₹9 Cr,"₹38,023 /sqft",18.0,19.0,18 BHK,2367.0,"2,367 sqft",,,East,RESALE,,,,"Parking, Garden, Lift, Park","263 sqyds built up house comprising basement, stilt parking, lift, currently on rented 4 lakh pm, well maintained, near main road, only genuine buyers contact.","Sector 39, Gurgaon","Sector 39, Gurgaon",East Facing Private Garden,House
1883,"6 Bedroom House in Sector 46, Gurgaon","6 Bedroom House in Sector 46, Gurgaon",₹5.35 Cr,"₹36,922 /sqft",6.0,6.0,6 BHK,1449.0,"1,449 sqft",,,North-East,RESALE,,,,,"North east facing, 161 sqyds built up, close to market, party meeting, interested buyers may contact.","Sector 46, Gurgaon","Sector 46, Gurgaon",North-East Facing Marble Flooring,House
1884,"4 Bedroom House in Sushant Lok Phase 1, Gurgaon","4 Bedroom House in Sushant Lok Phase 1, Gurgaon",₹2.8 Cr,"₹4,66,666 /sqft",4.0,4.0,4 BHK,60.0,60 sqft,,,East,RESALE,,,,Gated Community,"Prime location near to huda city metro station and golf course road gated community walking distance from market and shopping malls, hospital etc.",Ansal Sushant Lok Plots,Ansal Sushant Lok Plots,East Facing Gated Society,House
1885,"5 Bedroom House in Sector 99, Gurgaon","5 Bedroom House in Sector 99, Gurgaon",₹6.6 Cr,"₹27,160 /sqft",5.0,5.0,5 BHK,2430.0,"2,430 sqft",,25,,RESALE,,,,"Swimming Pool, Gym, Club House","The project is spread over an area of 12.06 acres. There are around 560 units on offer. Assotech blith sector 99 housing society has 7 towers with 25 floors. Assotech blith gurgaon has some great amenities to offer such as swimming pool, gymnasium and club house.",Assotech Blith,Assotech Blith,,House
1886,"5 Bedroom House in Sector 72, Gurgaon","5 Bedroom House in Sector 72, Gurgaon",₹16.5 Cr,"₹23,207 /sqft",5.0,5.0,5 BHK,7110.0,"7,110 sqft",,,,RESALE,,3.0,,Garden,"This 5 bhk villa is available for sale in tata primanti, one of the most prominent projects for flats in sector 72 gurgaon. The flat is facing the north direction. The flat occupies a super built up area of 789.68 sq.Yrd. That consists of 5 bedrooms, 5 bathrooms and more than 3 balconies. Being a ready to move project, you can expect immediate possession of this 5-10 years old property. The flo...",Tata Primanti,Tata Primanti,Private Garden Gated Society,House
1887,"3 Bedroom House in Sushant Lok Phase 2, Gurgaon","3 Bedroom House in Sushant Lok Phase 2, Gurgaon",₹4.8 Cr,"₹29,630 /sqft",3.0,3.0,3 BHK,1620.0,"1,620 sqft",,,North-East,RESALE,,,,,"Available villa for sale sushant lok 2, g block, gated block, best for residence. Please contact for more details.","Sushant Lok Phase 2, Gurgaon","Sushant Lok Phase 2, Gurgaon",North-East Facing Gated Society,House
1888,"9 Bedroom House in Sector 27, Gurgaon","9 Bedroom House in Sector 27, Gurgaon",₹9.5 Cr,"₹40,135 /sqft",9.0,10.0,9 BHK,2367.0,"2,367 sqft",,3,,RESALE,,,,Park,"3 floors constructed , 3 bhk each floor and 1 bhk on top floor, all rooms attached bathrooms with wide balcony all floors separate entry , modular kitchen . Very well maintain property. Further details contact us.","Sector 27, Gurgaon","Sector 27, Gurgaon",Rapid metro DLF-1 Nearby Overlooking Park,House
1889,"4 Bedroom House in Sector 72, Gurgaon","4 Bedroom House in Sector 72, Gurgaon",₹12 Cr,"₹17,142 /sqft",4.0,5.0,4 BHK,7000.0,"7,000 sqft",Covered,,,RESALE,,3.0,,"Parking, Park","Do you wish to buy an independent viilas in tata primanti sector 72 gurgaon. This 4 bhk house looks like an ideal choice for somebody looking for peace of mind. Containing 4 bedrooms, 5 bathrooms and more than 3 balconies, this independent house is spread over a super built up area of 7000 sq.Ft. There are 3 covered & 1 open parking available with this house. This 1-5 years old property is avai...",Tata Primanti,Tata Primanti,,House
1890,"6 Bedroom House in DLF Phase 2, Gurgaon","6 Bedroom House in DLF Phase 2, Gurgaon",₹23 Cr,"₹53,488 /sqft",6.0,7.0,6 BHK,4300.0,"4,300 sqft",,,North-East,RESALE,,,,Garden,This 500yd kothi available for sale Very well maintained Close to metro Close to highway,DLF Luxury Builder Floors,DLF Luxury Builder Floors,North-East Facing Private Garden,House
1891,"12 Bedroom House in DLF Phase 2, Gurgaon","12 Bedroom House in DLF Phase 2, Gurgaon",₹13.5 Cr,"₹50,000 /sqft",12.0,12.0,12 BHK,2700.0,"2,700 sqft",,,North,RESALE,,,,Garden,"300 sqyds built up kothi located on dakshin marg, walking distance from m g road, property is on plot price, genuine buyers contact for more details","DLF Phase 2, Gurgaon","DLF Phase 2, Gurgaon",North Facing Private Garden,House
1892,"5 Bedroom House in Sector 54, Gurgaon","5 Bedroom House in Sector 54, Gurgaon",₹29 Cr,"₹8,05,555 /sqft",5.0,6.0,5 BHK,360.0,360 sqft,,,East,RESALE,,,,"Gym, Garden","Emaar palm springs, sector 54 one of the most premium and demanded property in the golf course road. It have villas and apartments both. This is 5 bhk luxury villa with private terrace and a full basement, offering rare extra space for entertainment, gym, home theatre, or storage. Spacious, premium layout with high-Quality interiors and large rooms. 70% open greens and a resort-Style environmen...",Emaar The Palm Springs,Emaar The Palm Springs,East Facing Private Garden,House
1893,"4 Bedroom House in Sector 4, Gurgaon","4 Bedroom House in Sector 4, Gurgaon",₹6.35 Cr,"₹14,055 /sqft",4.0,4.0,4 BHK,4518.0,"4,518 sqft",,,,RESALE,,,,Park,"Address: Sector 4, gurgaon Multiple plot size options available 160 / 250 / 500 square yards. Direct owner meeting with complete transparency and a fair deal assured. This particular option is a 500 square yards single-Storey, well-Built 4 bhk house, located in a gated and prime locality of sector 4. The property is park-Adjacent, well maintained, and situated in one of the best residential poc...","Sector 4, Gurgaon","Sector 4, Gurgaon",,House
1894,"4 Bedroom House in Sector 66, Gurgaon","4 Bedroom House in Sector 66, Gurgaon",₹25 Cr,"₹55,556 /sqft",4.0,4.0,4 BHK,4500.0,"4,500 sqft",,,East,RESALE,,,,Garden,"This is 500 sq yds 5bhk duplex villa for sale in emaar marbella villa, sec-66, gurgaon. Built up area 8120 sq ft (Basement+ground+first floor+second floor). All the modern amenities available in this society.",Emaar MGF Marbella,Emaar MGF Marbella,East Facing Private Garden,House
1895,"10 Bedroom House in Malibu Town, Gurgaon","10 Bedroom House in Malibu Town, Gurgaon",₹14.9 Cr,"₹2,42,671 /sqft",10.0,10.0,10 BHK,614.0,614 sqft,,,North-East,RESALE,,,,"Power Backup, Swimming Pool, Gym, Garden, Security, Park","614 sq yds. Ultra luxury well maintained kothi available for sale in malibu town prime location close to park east facing 18 mtr. Road vaastu perfect ultra high and specious modular kitchen 100% power backup and 3 layer security clubhouse: With coffee lounge, bar, and restaurants. Sports: Gym with trainers, swimming pool, outdoor tennis, badminton, cricket, table tennis, carrom. Kids' zone: Ded...",Malibu Towne,Malibu Towne,North-East Facing Private Garden,House
1896,"9 Bedroom House in DLF Phase 3, Gurgaon","9 Bedroom House in DLF Phase 3, Gurgaon",₹14.15 Cr,"₹39,110 /sqft",9.0,9.0,9 BHK,3618.0,"3,618 sqft",,,East,RESALE,,,,"Garden, Security","402 sq.Yds kothi consisting of ground floor , first floor , second floor ,3b/r each floor consisting of one drawing cum dining three bedrooms with attached three bathrooms one kitchen balconies for sale in dlf phase-Iii, marble flooring, , it is well connected to ambience mall suite your high class life style. Metro station cyber hubs, good 24*7 security guards and gated complex closed to nh-8.",Cyber City,Cyber City,East Facing Private Garden,House
1897,"2 Bedroom House in Nihali colony, Gurgaon","2 Bedroom House in Nihali colony, Gurgaon",₹85 Lac,"₹14,310 /sqft",2.0,2.0,2 BHK,594.0,594 sqft,,,,RESALE,,1.0,,,"Planning to buy an individual house in gurgaon. Then you should definitely check out this 2 bhk house for sale in nihali colony, a well-Planned and well-Connected locality in gurgaon. The floor plan additionally contains 2 bedrooms, 2 bathrooms and 1 balcony. All in all, the independent house is spread over a super built up area of 66 sq.Yards. Another added advantage of this 1-5 years old hous...","Nihali colony, Gurgaon","Nihali colony, Gurgaon",,House
1898,"9 Bedroom House in Pocket E Sector-21, Gurgaon","9 Bedroom House in Pocket E Sector-21, Gurgaon",₹12 Cr,"₹26,560 /sqft",9.0,9.0,9 BHK,4518.0,"4,518 sqft",Covered,,East,RESALE,,3.0,,"Parking, Park","On the lookout for a spacious house in gurgaon? Go for this 9 bhk house for sale in pocket e sector-21 gurgaon, a well-Connected locality within gurgaon. Constructed on a super built up area of 502 sq.Yards, this house comprises 9 bedrooms, 9 bathrooms and more than 3 balconies. This 9 bhk house comes attached with 2 covered parking for your vehicle(s). Another added advantage of this 10+ years...","Pocket E Sector-21, Gurgaon","Pocket E Sector-21, Gurgaon",East Facing Gated Society,House
1899,"3 Bedroom House in Sector 38, Gurgaon","3 Bedroom House in Sector 38, Gurgaon",₹6.5 Cr,"₹44,858 /sqft",3.0,3.0,3 BHK,1449.0,"1,449 sqft",,3rd,,RESALE,,,,"Parking, Park","Independent house for sale sector 38, gurgaon Property details: Plot size: 161 sq. Yds. (Corner plot) Construction: Basement + stilt + 1st + 2nd + 3rd floor Location: Prime sector 38, gurgaon Highlights: Spacious and well-Designed independent house on a corner plot Excellent ventilation and natural light on all floors Modern construction with ample parking space in the stilt Basement suitable f...",PLOT,PLOT,,House
1900,"4 Bedroom House in Sushant Lok Phase 3, Gurgaon","4 Bedroom House in Sushant Lok Phase 3, Gurgaon",₹7.2 Cr,"₹26,667 /sqft",4.0,4.0,4 BHK,2700.0,"2,700 sqft",,,,RESALE,,,,"Parking, Garden, Park",Ansal florence villa for sale in sushant lok 3 c block. Well maintained. Small park in front of villa. Ample space for car parking. Sun facing. 9mtr road. Genuine buyer pls contact for more details & visit.,"Sushant Lok Phase 3, Gurgaon","Sushant Lok Phase 3, Gurgaon",Private Garden Overlooking Park/Garden,House
1901,"5 Bedroom House in Sector 99, Gurgaon","5 Bedroom House in Sector 99, Gurgaon",₹6.56 Cr,"₹25,291 /sqft",5.0,5.0,5 BHK,2592.0,"2,592 sqft",,,,RESALE,,,,,Assotech blith is located at sec 99 sector..Total 23 villa available at this society.,Assotech Blith,Assotech Blith,,House
1902,"5 Bedroom House in DLF Phase 2, Gurgaon","5 Bedroom House in DLF Phase 2, Gurgaon",₹11.95 Cr,"₹44,259 /sqft",5.0,6.0,5 BHK,2700.0,"2,700 sqft",Built-up,,,RESALE,,,,Garden,"300 sq yards luxury villa for sale in dlf phase 2 , gurgaon Property features: Bedrooms: 5 luxurious bedrooms with attached bathrooms, offering ultimate comfort. Living areas: Expansive living and dining areas with high ceilings, large windows, and premium flooring. Kitchen: Fully equipped modular kitchen with high-End appliances, ample storage, and sleek finishes. Outdoor space: Private garden...",Villa in DLF 2,Villa in DLF 2,,House
1903,"5 Bedroom House in Sector 109, Gurgaon","5 Bedroom House in Sector 109, Gurgaon",₹8.75 Cr,"₹36,008 /sqft",5.0,5.0,5 BHK,2430.0,"2,430 sqft",,,,RESALE,,,,,"Address: Sector 109, gurgaon This is 270 sq yrd villa which is available for sale in sobha international city, this have 5 bedroom and a basement area where there is a hall. This is ready to move in and a unused villa.",International City by Sobha Phase 1,International City by Sobha Phase 1,,House
1904,"7 Bedroom House in DLF Phase 1, Gurgaon","7 Bedroom House in DLF Phase 1, Gurgaon",₹40 Cr,"₹42,105 /sqft",7.0,8.0,7 BHK,9500.0,"9,500 sqft",Built-up,,,RESALE,,,,,"500 sq yards luxury villa for sale in arjun marg , dlf phase 1 gurgaon Property features: Bedrooms: 7 luxurious bedrooms with attached bathrooms, offering ultimate comfort. Living areas: Expansive living and dining areas with high ceilings, large windows, and premium flooring. Kitchen: Fully equipped modular kitchen with high-End appliances, ample storage, and sleek finishes. Outdoor space: Pri...",Villa in Arjun Marg,Villa in Arjun Marg,,House
1905,"5 Bedroom House in Sushant Lok Phase 1, Gurgaon","5 Bedroom House in Sushant Lok Phase 1, Gurgaon",₹16 Cr,"₹42,530 /sqft",5.0,6.0,5 BHK,3762.0,"3,762 sqft",,,,RESALE,,,,,"418 sq yards luxury villa for sale in sushant lok phase 1 gurgaon Property features: Bedrooms: 5 luxurious bedrooms with attached bathrooms, offering ultimate comfort. Living areas: Expansive living and dining areas with high ceilings, large windows, and premium flooring. Kitchen: Fully equipped modular kitchen with high-End appliances, ample storage, and sleek finishes. Outdoor space: Private ...",Independent Villa,Independent Villa,,House
1906,"5 Bedroom House in Sushant Lok Phase 1, Gurgaon","5 Bedroom House in Sushant Lok Phase 1, Gurgaon",₹16 Cr,"₹42,530 /sqft",5.0,6.0,5 BHK,3762.0,"3,762 sqft",,,,RESALE,,,,,"418 sq yards luxury villa for sale in sushant lok phase 1 gurgaon Property features: Bedrooms: 5 luxurious bedrooms with attached bathrooms, offering ultimate comfort. Living areas: Expansive living and dining areas with high ceilings, large windows, and premium flooring. Kitchen: Fully equipped modular kitchen with high-End appliances, ample storage, and sleek finishes. Outdoor space: Private ...",Villa in SL1,Villa in SL1,,House
1907,"6 Bedroom House in Malibu Town, Gurgaon","6 Bedroom House in Malibu Town, Gurgaon",₹12 Cr,"₹37,037 /sqft",6.0,7.0,6 BHK,3240.0,"3,240 sqft",,,,RESALE,,,,Garden,"360sq yards luxury villa for sale in malibu town gurgaon Property features: Bedrooms: 6 luxurious bedrooms with attached bathrooms, offering ultimate comfort. Living areas: Expansive living and dining areas with high ceilings, large windows, and premium flooring. Kitchen: Fully equipped modular kitchen with high-End appliances, ample storage, and sleek finishes. Outdoor space: Private garden, t...","Malibu Town, Gurgaon","Malibu Town, Gurgaon",,House
1908,"5 Bedroom House in Sushant Lok Phase 3, Gurgaon","5 Bedroom House in Sushant Lok Phase 3, Gurgaon",₹8.25 Cr,"₹30,555 /sqft",5.0,5.0,5 BHK,2700.0,"2,700 sqft",Built-up,,,RESALE,,,,Garden,"300 sq yards luxury villa for sale in sushant lok 3 gurgaon Property features: Bedrooms: 5 luxurious bedrooms with attached bathrooms, offering ultimate comfort. Living areas: Expansive living and dining areas with high ceilings, large windows, and premium flooring. Kitchen: Fully equipped modular kitchen with high-End appliances, ample storage, and sleek finishes. Outdoor space: Private garden...",Independent Villa,Independent Villa,,House
1909,"6 Bedroom House in Sushant Lok Phase 1, Gurgaon","6 Bedroom House in Sushant Lok Phase 1, Gurgaon",₹18 Cr,"₹19,148 /sqft",6.0,7.0,6 BHK,9400.0,"9,400 sqft",Built-up,,,RESALE,,,,Garden,"500 sq yards luxury villa for sale in sushant lok 1 gurgaon Property features: Bedrooms: 6 luxurious bedrooms with attached bathrooms, offering ultimate comfort. Living areas: Expansive living and dining areas with high ceilings, large windows, and premium flooring. Kitchen: Fully equipped modular kitchen with high-End appliances, ample storage, and sleek finishes. Outdoor space: Private garden...",Luxury Villa,Luxury Villa,,House
1910,"4 Bedroom House in Rosewood City, Gurgaon","4 Bedroom House in Rosewood City, Gurgaon",₹4.5 Cr,"₹13,846 /sqft",4.0,4.0,4 BHK,3250.0,"3,250 sqft",,,North,RESALE,,,,Garden,This is reaale floor north facing floor very expensive fittings,"Rosewood City, Gurgaon","Rosewood City, Gurgaon",North Facing Private Garden,House
1911,"3 Bedroom House in Sector 70A, Gurgaon","3 Bedroom House in Sector 70A, Gurgaon",₹3.5 Cr,"₹16,744 /sqft",3.0,3.0,3 BHK,2150.0,"2,150 sqft",Covered,,,RESALE,,3.0,,"Parking, Park","Planning to buy an individual house in gurgaon. Then you should definitely check out this 3 bhk house for sale in sector 70a gurgaon, a well-Planned and well-Connected locality in gurgaon. This house occupies a super built up area of 2150 sq.Ft. And contains 3 bedrooms, 3 bathrooms and 3 balconies. The owner of the house also gets 2 covered parking slot(s) to park their car safely. This is a re...",AIPL The Peaceful Homes,AIPL The Peaceful Homes,,House
1912,"5 Bedroom House in Sector 112, Gurgaon","5 Bedroom House in Sector 112, Gurgaon",₹14 Cr,"₹18,918 /sqft",5.0,5.0,5 BHK,7400.0,"7,400 sqft",Built-up,,,RESALE,,,,Park,"5 bhk villa for sale. Keys in hand. This is all inclusive price. We are authorized rera registered channel partner. We have multiple options available with distress deal, best price guaranteed. We believe into making trust and giving right information with fine advisory. One call makes a difference.",Experion Windchants,Experion Windchants,Newly Constructed Overlooking Park,House
1913,"4 Bedroom House in Nirvana Country, Gurgaon","4 Bedroom House in Nirvana Country, Gurgaon",₹20 Cr,"₹46,667 /sqft",4.0,4.0,4 BHK,4500.0,"4,500 sqft",Covered,,East,RESALE,,3.0,,"Garden, Park","On the lookout for a spacious house in gurgaon? Go for this 4 bhk house for sale in nirvana country, a well-Connected locality within gurgaon. The floor plan additionally contains 4 bedrooms, 4 bathrooms and more than 3 balconies. All in all, the independent house is spread over a super built up area of 500 sq.Yards. Your vehicle(s) can be easily parked as this house comes with 2 covered and 2 ...",Unitech Espace,Unitech Espace,East Facing Private Garden,House
1914,"5 Bedroom House in Sector 66, Gurgaon","5 Bedroom House in Sector 66, Gurgaon",₹21 Cr,"₹46,667 /sqft",5.0,5.0,5 BHK,4500.0,"4,500 sqft",,,North-East,RESALE,,,,"Gym, Garden","500 sq yds. 5 bhk ultra luxury villa available for sale in emaar marbella sector 66 gurgaon basement ground first and second floor ultra high and specious wooden and italian flooring sun facing clubhouse: Includes a multi-Cuisine restaurant, coffee shop, cigar lounge, and a banquet hall for social events. Health & wellness: Fully equipped unisex gymnasium, spa with sauna/steam rooms, treatment ...",Emaar MGF Marbella,Emaar MGF Marbella,North-East Facing Private Garden,House
1915,"9 Bedroom House in Sector 55, Gurgaon","9 Bedroom House in Sector 55, Gurgaon",₹9 Cr,"₹48,077 /sqft",9.0,9.0,9 BHK,1872.0,"1,872 sqft",,,North-East,RESALE,,,,"Parking, Garden, Lift, Park","Hi, This property is located gurgaon sec. 55, 3 year old still parking / lift , east facing , ready to move, plot size 208yd.",Karam Hi Dharam,Karam Hi Dharam,North-East Facing Private Garden,House
1916,"2 Bedroom House in Sector 110, Gurgaon","2 Bedroom House in Sector 110, Gurgaon",₹2.5 Cr,"₹11,111 /sqft",2.0,1.0,2 BHK,2250.0,"2,250 sqft",,,North,RESALE,,,,,Residential plot with 250 sq.Yd area 3 bhk buildup 30 feet wide road North facing 500 meter to expressway,"Sector 110, Gurgaon","Sector 110, Gurgaon",,House
1917,"3 Bedroom House in Sector 108, Gurgaon","3 Bedroom House in Sector 108, Gurgaon",₹2.6 Cr,"₹10,000 /sqft",3.0,4.0,3 BHK,400.0,400 sqft,,,,RESALE,,,,"Gym, Garden",3 bhk + servent ground floor villa floor All work done with private garden good location near by school markit society gym pool,Raheja Vedaanta,Raheja Vedaanta,,House
1918,"16 Bedroom House in Sector 46, Gurgaon","16 Bedroom House in Sector 46, Gurgaon",₹14.8 Cr,"₹9,250 /sqft",16.0,15.0,16 BHK,16000.0,"16,000 sqft",,4th,North-East,RESALE,,,,"Garden, Park",Desperate deal House for sale Sector 46 500 yds under Construction stilt +4th floor North facing park facing as a plot rate Available for sale Demand:15 cr Flexible negotiable,RWA Sector 46,RWA Sector 46,North-East Facing Private Garden,House
1919,"6 Bedroom House in Malibu Town, Gurgaon","6 Bedroom House in Malibu Town, Gurgaon",₹38 Cr,"₹23,750 /sqft",6.0,6.0,6 BHK,16000.0,"16,000 sqft",,,North-East,RESALE,,,,Garden,"Here are some details of the property for your reference. Plot size is around 1000 square meters (1200 gaj). The built up area is around 16000 square feet. 6 rooms with attached washrooms. Sapcious open kitchen with dinning area with 8 seating and attached living area, separate office, formal dinning room with 10 seating, formal drawing room with 25 people seating. In house courtyard with tradi...",Malibu Towne,Malibu Towne,North-East Facing Private Garden,House
1920,"6 Bedroom House in Uppals Southend, Gurgaon","6 Bedroom House in Uppals Southend, Gurgaon",₹9.5 Cr,"₹33,941 /sqft",6.0,6.0,6 BHK,2799.0,"2,799 sqft",,,North-East,RESALE,,,,"Power Backup, Garden",Desperate deal for villa Available for sale Villa for sale Gated society 18m road 100% power backup 7bhk 311sqyard 18m road Sun facing plot Demand 9.50cr,Uppal Southend,Uppal Southend,North-East Facing Private Garden,House
1921,"5 Bedroom House in DLF Phase 4, Gurgaon","5 Bedroom House in DLF Phase 4, Gurgaon",₹21.5 Cr,"₹25,294 /sqft",5.0,6.0,5 BHK,8500.0,"8,500 sqft",,,,RESALE,,,,Garden,"500 sq yards luxury villa for sale in dlf phase 4 gurgaon Property features: Bedrooms: 5 luxurious bedrooms with attached bathrooms, offering ultimate comfort. Living areas: Expansive living and dining areas with high ceilings, large windows, and premium flooring. Kitchen: Fully equipped modular kitchen with high-End appliances, ample storage, and sleek finishes. Outdoor space: Private garden, ...",Independent Luxury Villa,Independent Luxury Villa,,House
1922,"3 Bedroom House in Sector 4, Gurgaon","3 Bedroom House in Sector 4, Gurgaon",₹4.4 Cr,"₹19,556 /sqft",3.0,2.0,3 BHK,2250.0,"2,250 sqft",Built-up,,,RESALE,,,,,"It's a 250 sq yrds built-Up house located in sector 4, gated premises It's a 3bhk livable property 2 storey constructed For more information pls contact A&h realty","Sector 4, Gurgaon","Sector 4, Gurgaon",Gated Society Overlooking Main Road,House
1923,"10 Bedroom House in Sector 57, Gurgaon","10 Bedroom House in Sector 57, Gurgaon",₹5.6 Cr,"₹62,222 /sqft",10.0,10.0,10 BHK,900.0,900 sqft,,,,RESALE,,,,,,"Sector 57, Gurgaon","Sector 57, Gurgaon",Near Boom Plaza Nearby Newly Constructed,House
1924,"6 Bedroom House in Sector 48, Gurgaon","6 Bedroom House in Sector 48, Gurgaon",₹23.5 Cr,"₹26,111 /sqft",6.0,7.0,6 BHK,9000.0,"9,000 sqft",,,East,RESALE,,,,Garden,6bhk independent villa peacefull location a1 gentry luxry living prime location good connectivity for all gurgaon,Vipul Tatvam Villa,Vipul Tatvam Villa,East Facing Private Garden,House
1925,"4 Bedroom House in Sector 48, Gurgaon","4 Bedroom House in Sector 48, Gurgaon",₹11.7 Cr,"₹36,111 /sqft",4.0,5.0,4 BHK,3240.0,"3,240 sqft",,,East,RESALE,,,,Garden,4bhk independent villa peacefull location a1 gentry luxry living prime location good connectivity for all gurgaon,Vipul Tatvam Villa,Vipul Tatvam Villa,East Facing Private Garden,House
1926,"5 Bedroom House in Huda, Gurgaon","5 Bedroom House in Huda, Gurgaon",₹11 Cr,"₹22,344 /sqft",5.0,5.0,5 BHK,4923.0,"4,923 sqft",,,East,RESALE,,,,"Gym, Garden","547 sq yard duplex 5 bedroom + 5 bathroom + drawing + dining + kitchen + family lounge + gym + puja room + servant quater+ provision to make full third floor aswell Big room size - Master bedroom 20 ftx 20 ft , provision for big jacuzzi and steam room 8 year old construction - Renovated and re painted in 2 months back As good as brand new East facing Hospital, school, market in vicinity 1.5 km ...","Huda, Gurgaon","Huda, Gurgaon",Private Garden Recently Renovated,House
1927,"8 Bedroom House in Sector 15 Part 2, Gurgaon","8 Bedroom House in Sector 15 Part 2, Gurgaon",₹7.6 Cr,"₹3,45,454 /sqft",8.0,8.0,8 BHK,220.0,220 sqft,,,North-East,RESALE,,,,Garden,263sqyd built house in sector 15 part-2 north east facing near huda commercial market. Near by mh-8.,Milestone 32nd Avenue,Milestone 32nd Avenue,North-East Facing Private Garden,House
1928,"5 Bedroom House in DLF Phase 1, Gurgaon","5 Bedroom House in DLF Phase 1, Gurgaon",₹12.5 Cr,"₹46,296 /sqft",5.0,6.0,5 BHK,2700.0,"2,700 sqft",,,North-East,RESALE,,,,Garden,"300.Sq yards luxury villa for sale in dlf phase-1 gurgaon A stunning, well-Appointed villa situated in one of the most sought-After locations in gurgaon. Offering a perfect blend of elegance, comfort, and privacy, this villa is an ideal residence for those seeking high-End living with top-Tier amenities. Property features: Bedrooms : 5 luxurious bedrooms with attached bathrooms, offering ultima...","DLF Phase 1, Gurgaon","DLF Phase 1, Gurgaon",North-East Facing Private Garden,House
1929,"4 Bedroom House in Sector 92, Gurgaon","4 Bedroom House in Sector 92, Gurgaon",₹4.3 Cr,"₹8,600 /sqft",4.0,4.0,4 BHK,5000.0,"5,000 sqft",,,East,RESALE,,,,Garden,"Planning to buy an individual house in gurgaon. Then you should definitely check out this 4 bhk house for sale in sector 92 gurgaon, a well-Planned and well-Connected locality in gurgaon. Owing to its key locations, several landmarks like close to school and close to highway are easily accessible. This house occupies a super built up area of 275 sq.Yards and contains 4 bedrooms, 4 bathrooms and...",Ansal Heights,Ansal Heights,East Facing Private Garden,House
1930,"5 Bedroom House in Sector 66, Gurgaon","5 Bedroom House in Sector 66, Gurgaon",₹15 Cr,"₹62,422 /sqft",5.0,6.0,5 BHK,2403.0,"2,403 sqft",,,,RESALE,,,,"Power Backup, Garden",Spanish architecture with smart card access Excellent connectivity to delhi and igi (T3) airport Fully air-Conditioned with 100% backup Subscribed services for lawn and horticulture maintenance Premium finishes (Specifications) with dedicated elevator 9.46% price appreciation in the last 1 year Properties with 100% power backup available,Emaar MGF Marbella,Emaar MGF Marbella,Private Garden RAPID METRO Nearby,House
1931,"4 Bedroom House in Nirvana Country, Gurgaon","4 Bedroom House in Nirvana Country, Gurgaon",₹11 Cr,"₹50,926 /sqft",4.0,4.0,4 BHK,2160.0,"2,160 sqft",,,East,RESALE,,,,Power Backup,For sale 240 sq yards duplex villa in nirvana country with all modern amenities Complete wood work with modular kitchen. 100%power backup and club facility also We have some good villas for sale in nirvana country call for site visit and any other information,Unitech Espace,Unitech Espace,East Facing Gated Society,House
1932,"4 Bedroom House in Sector 82, Gurgaon","4 Bedroom House in Sector 82, Gurgaon",₹6.15 Cr,"₹28,472 /sqft",4.0,5.0,4 BHK,2160.0,"2,160 sqft",,,,RESALE,Semi Furnished,,,,240sqyard duplex semi furnished villa for sale .Best location in villa communityfor more info..Contact us,Vatika Signature Villas,Vatika Signature Villas,,House
1933,"6 Bedroom House in Huda, Gurgaon","6 Bedroom House in Huda, Gurgaon",₹8.49 Cr,"₹27,583 /sqft",6.0,6.0,6 BHK,3078.0,"3,078 sqft",Covered,,,RESALE,,2.0,,"Parking, Park","This 6 bhk house for sale in huda, a well planned locality in gurgaon, is ideal for a family that is looking for complete peace of mind. The house has over super built up area of 342 sq.Yards and comes with 6 bedrooms, 6 bathrooms and 2 balconies. Your vehicle(s) can be easily parked as this house comes with 2 covered and 2 open parking. Being a ready to move house, you can expect immediate pos...","Huda, Gurgaon","Huda, Gurgaon",Gated Society,House
1934,"10 Bedroom House in Huda, Gurgaon","10 Bedroom House in Huda, Gurgaon",₹6 Cr,"₹2,28,136 /sqft",10.0,10.0,10 BHK,263.0,263 sqft,,,North-East,RESALE,,,,,It's independent house walking distance from hospital and mall it's corner house,"Huda, Gurgaon","Huda, Gurgaon",North-East Facing Gated Society,House
1935,"5 Bedroom House in Sector 57, Gurgaon","5 Bedroom House in Sector 57, Gurgaon",₹18 Cr,"₹27,701 /sqft",5.0,7.0,5 BHK,6498.0,"6,498 sqft",,,North-East,RESALE,,,,"Garden, Gated Community","5 bhk ultra-Luxury villa for sale 722 sqyard Sector 57, sushant lok 3 the legend (Premium gated community society) Gurgaon Property highlights (All-In-One): 5 bhk spacious luxury villa Located in the legend, a reputed gated community Premium construction & elegant interiors Excellent ventilation & natural light Peaceful, elite neighborhood Ideal for end-Use + premium investment Location advanta...",Satya The Legend,Satya The Legend,North-East Facing Private Garden,House
