,Unnamed: 0.1,Unnamed: 0,listing_type,property_name,society,price,per_sqft,bedroom,bathroom,configuration,area,area_with_type,area_type,floor_number,facing,age_possession,furnish_details,balcony,additional_rooms,features,description,address,location,nearby_location,property_id,rating,reviews,link
1436,,,Individual,"3 BHK Flat in Sector 65, Gurgaon","3 BHK Flat in Sector 65, Gurgaon",₹3.75 Cr,"₹18,257 /sqft",3.0,3.0,3 BHK,2054.0,"2,054 sqft",Super Built-up,18th floor,East,Ready To Move,,2.0,,,"M3m skycity is one of the most popular destination for buying apartments/ flats in sector 65 gurgaon. You too can be a part of this society by purchasing this 3 bhk flat here. This is a north-East-Facing property. Constructed on a super built up area of 2054 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 2 balconies. This flat is situated on the 18th floor of this 47 floors tall resid...",M3M Skycity,M3M Skycity,,,,,
1437,,,Individual,"3 BHK Flat in Sector 91, Gurgaon","3 BHK Flat in Sector 91, Gurgaon",₹2.12 Cr,"₹10,984 /sqft",3.0,3.0,3 BHK,1930.0,"1,930 sqft",Super Built-up,18th floor,,Ready To Move,,3.0,,,"Call 8130-353586 dlf new town heights is one of gurgaon's most sought after destination for apartments and this 3 bhk flat in sector 91 gurgaon is your opportunity to be a part of this community. Containing 3 bedroom(s), 3 bathrooms and more than 3 balconies, this flat is spread over a super built up area of 1930 sq.Ft. This flat is situated on the 18th floor of this 21 floors tall residential ...",DLF New Town Heights,DLF New Town Heights,,,,,
1438,,,Individual,"3 BHK Flat in Sector 91, Gurgaon","3 BHK Flat in Sector 91, Gurgaon",₹2.09 Cr,"₹10,829 /sqft",3.0,3.0,3 BHK,1930.0,"1,930 sqft",Super Built-up,20th floor,,Ready To Move,,3.0,,,"Contact-991-050-1693 for more details or visit purpose. Containing 3 bedroom(s), 3 bathrooms and 3 balconies, this flat is spread over a super built up area of 1930 sq.Ft. The property is located on the 20th floor of a 21 floors tall building. As the project is already ready to move, so you can easily move into this 5-10 years old property. Dlf new town heights is designed very well to provide ...",DLF New Town Heights,DLF New Town Heights,,,,,
1439,,,Individual,"3 BHK Flat in Sector 69, Gurgaon","3 BHK Flat in Sector 69, Gurgaon",₹2.45 Cr,"₹15,236 /sqft",3.0,3.0,3 BHK,1608.0,"1,608 sqft",Super Built-up,,East,Ready To Move,,,,Garden,"East-Facing 3 bhk with excellent sunlight, peaceful garden-Facing balconies, ideal 11th-Floor height, spacious 1578 sq. Ft. Layout, strong connectivity in sector 69, and ready-To-Move convenience perfect balance of comfort, view, and location.",Tulip Violet,Tulip Violet,,,,,
1440,,,Individual,"3 BHK Flat in Sector 69, Gurgaon","3 BHK Flat in Sector 69, Gurgaon",₹2.45 Cr,"₹15,525 /sqft",3.0,3.0,3 BHK,1578.0,"1,578 sqft",Super Built-up,1st floor,East,Ready To Move,,,,Garden,"A rare garden-Facing 3 bhk on the 1st floor, this 1578 sq. Ft. East-Facing home offers a villa-Like feel with lush green views, excellent natural light (8/10), easy access without high-Rise dependency, and a spacious, family-Friendly layout - Perfectly blending privacy, greenery, and prime sector 69 connectivity.",Tulip Violet,Tulip Violet,,,,,
1441,,,Individual,"3 BHK Flat in Sector 86, Gurgaon","3 BHK Flat in Sector 86, Gurgaon",₹2.05 Cr,"₹10,621 /sqft",3.0,3.0,3 BHK,1930.0,"1,930 sqft",Super Built-up,24 floor,East,Ready To Move,,3.0,,Garden,"Contact-991-050-1693 for more details or visit purpose. Check out this 3 bhk apartment for sale in dlf new town heights 2, a popular residential project that houses in-Demand flats in sector 86 gurgaon. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and 3 balconies. All in all, the flat is spread over a super built up area of 1930 sq.Ft. The residential building has 24 floors in...",DLF New Town Heights 2,DLF New Town Heights 2,East Facing Private Garden,,,,
1442,,,Individual,"3 BHK Flat in Sector 63A, Gurgaon","3 BHK Flat in Sector 63A, Gurgaon",₹2.6 Cr,"₹17,687 /sqft",3.0,3.0,3 BHK,1470.0,"1,470 sqft",Super Built-up,,North-East,Ready To Move,,,,Swimming Pool,"Signature global city sec-63a connected with golf course extention road (Independent floor) levish green area, park and swimming pool view floor, reputed school and hospitals with in ikm radius rapid metro near by.",Signature Global City 63A,Signature Global City 63A,North-East Facing RAPID METRO STATION SEC55-56 within 1.5km,,,,
1443,,,Individual,"3 BHK Flat in Sector 79, Gurgaon","3 BHK Flat in Sector 79, Gurgaon",₹2.8 Cr,"₹13,023 /sqft",3.0,4.0,3 BHK,2150.0,"2,150 sqft",Super Built-up,7th floor,East,Ready To Move,,3.0,,,"This property faces the north-East direction. Containing 3 bedroom(s), 4 bathrooms and more than 3 balconies, this flat is spread over a super built up area of 2150 sq.Ft. This flat is situated on the 7th floor of this 20 floors tall residential building. This is a ready to move project and the property is 0-1 year old. The floor of this flat is beautifully designed using vitrified flooring, gi...",Bestech Altura,Bestech Altura,,,,,
1444,,,Individual,"2 BHK Flat in Sohna, Gurgaon","2 BHK Flat in Sohna, Gurgaon",₹1.35 Cr,"₹9,000 /sqft",2.0,2.0,2 BHK,1500.0,"1,500 sqft",Super Built-up,11th floor,East,Ready To Move,,2.0,,,"This residential flat is east-Facing direction. Containing 2 bedroom(s), 2 bathrooms and 2 balconies, this flat is spread over a super built up area of 1500 sq.Ft. The property is located on the 11th floor of a 14 floors tall building. Being a ready to move project, you can expect immediate possession of this 0-1 year old property. The marble flooring of this flat is beautifully designed and he...",Silverglades The Melia,Silverglades The Melia,East Facing huda within 1.5km,,,,
1445,,,Individual,"2 BHK Flat in Sector 63A, Gurgaon","2 BHK Flat in Sector 63A, Gurgaon",₹1.05 Cr,"₹14,000 /sqft",2.0,2.0,2 BHK,750.0,750 sqft,Super Built-up,15th floor,North,Ready To Move,,2.0,,,"This beautiful 2 bhk flat in sector 63a gurgaon is situated in signature global prime, one of the popular residential society in gurgaon. The flat is facing the north direction. Constructed on a super built up area of 750 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 2 balconies. This flat is situated on the 15th floor of this 20 floors tall residential building. Being a ready to mov...",Signature Global Prime,Signature Global Prime,North Facing Sector 56 Nearby,,,,
1446,,,Individual,"2 BHK Flat in Sector 92, Gurgaon","2 BHK Flat in Sector 92, Gurgaon",₹1.1 Cr,"₹10,476 /sqft",2.0,2.0,2 BHK,1050.0,"1,050 sqft",Built-up,4 floor,North-East,Ready To Move,,3.0,,,"This is a north-East-Facing property. Constructed on a built up area of 1050 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 3 balconies. The residential building has 4 floors in total and the flat for sale is located on the 2nd floor. An added advantage of this 0-1 year old flat is that it is available for immediate possession as the project is already ready to move. The beautifully d...",Signature Global City 92,Signature Global City 92,North-East Facing Newly Constructed,,,,
1447,,,Individual,"3 BHK Flat in Sector 66, Gurgaon","3 BHK Flat in Sector 66, Gurgaon",₹3.86 Cr,"₹19,724 /sqft",3.0,3.0,3 BHK,1957.0,"1,957 sqft",Super Built-up,17 floor,East,Ready To Move,,3.0,,Garden,"This property faces the east direction. The flat is over 1957 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and 3 balconies. The residential building has 17 floors in total and the flat for sale is located on the 7th floor. This 0-1 year old property is available for immediate possession as the project is ready to move. The flat comes well built with marble flooring option...",Emaar MGF The Palm Drive,Emaar MGF The Palm Drive,East Facing Private Garden,,,,
1448,,,Individual,"3 BHK Flat in Sector 102, Gurgaon","3 BHK Flat in Sector 102, Gurgaon",₹2.65 Cr,"₹14,028 /sqft",3.0,3.0,3 BHK,1889.0,"1,889 sqft",Super Built-up,,,Ready To Move,,3.0,,,"Situated in sector 102 gurgaon, adani m2k oyster grande is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in gurgaon is your opportunity to be a part of this community. This residential flat is east-Facing direction. Constructed on a super built up area of 1889 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and more than 3 balconies. The ...",Adani M2K Oyster Grande,Adani M2K Oyster Grande,Satya hive Nearby Mg road metro station Nearby,,,,
1449,,,Individual,"4 BHK Flat in Sector 69, Gurgaon","4 BHK Flat in Sector 69, Gurgaon",₹2.8 Cr,"₹11,666 /sqft",4.0,5.0,4 BHK,2400.0,"2,400 sqft",Super Built-up,5th floor,East,Ready To Move,,3.0,,Garden,"The flat is facing the east direction. The flat occupies a super built up area of 2400 sq.Ft. That consists of 4 bedrooms, 5 bathrooms and more than 3 balconies. This flat is situated on the 5th floor of this 12 floors tall residential building. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is already ready to move. The floor of th...",Tulip Purple,Tulip Purple,East Facing Private Garden,,,,
1450,,,Individual,"3 BHK Flat in Sector 69, Gurgaon","3 BHK Flat in Sector 69, Gurgaon",₹2.34 Cr,"₹13,732 /sqft",3.0,3.0,3 BHK,1704.0,"1,704 sqft",Super Built-up,15th floor,East,Ready To Move,,3.0,,,"The flat is east-Facing. The flat occupies a super built up area of 1704 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and more than 3 balconies. This flat is situated on the 15th floor of this 26 floors tall residential building. Being a ready to move project, you can expect immediate possession of this 0-1 year old property. The floor of this flat is beautifully designed using wood flooring...",Tulip Yellow,Tulip Yellow,East Facing Newly Constructed,,,,
1451,,,Individual,"3 BHK Flat in Sector 65, Gurgaon","3 BHK Flat in Sector 65, Gurgaon",₹2.8 Cr,"₹20,740 /sqft",3.0,3.0,3 BHK,1350.0,"1,350 sqft",Super Built-up,,,Ready To Move,,,,"Gym, Security, Jogging Track, Piped Gas","Convenient power back-Up Piped gas supply Perimeter security Multiple parks for recreation Kids playground & jogging tracks Clubhouse Sports facilities - Swimming, gym & health facilities Sanitation & maintenance Upgrade option: Air-Conditioning & modular kitchen Onsite salon, restaurant, & atm. Emaar digi homes have yoga zone & meditation area. Emaar digi homes gurgaon has automation technolog...",Emaar MGF Emerald Estate,Emaar MGF Emerald Estate,,,,,
1452,,,Individual,"3 BHK Flat in Sector 102, Gurgaon","3 BHK Flat in Sector 102, Gurgaon",₹2.4 Cr,"₹11,851 /sqft",3.0,4.0,3 BHK,2025.0,"2,025 sqft",Super Built-up,,North-East,Ready To Move,,1.0,,Garden,"Located in the popular residential address of sector 102 gurgaon, emaar imperial gardens is one of the most preferred destination for apartments in gurgaon. This 3 bhk flat is your ticket to be a part of this community. This is a north-East-Facing property. The flat occupies a super built up area of 2025 sq.Ft. That consists of 3 bedrooms, 4 bathrooms and 1 balcony. The flat has a total of 14 f...",Emaar Imperial Gardens,Emaar Imperial Gardens,North-East Facing Private Garden,,,,
1453,,,Individual,"2 BHK Flat in Sector 28, Gurgaon","2 BHK Flat in Sector 28, Gurgaon",₹1.97 Cr,"₹17,130 /sqft",2.0,2.0,2 BHK,1150.0,"1,150 sqft",Carpet,,,Ready To Move,,,,,2 bhk in essel tower mg road gurgaon for more infio plz call,Suncity Essel Towers,Suncity Essel Towers,Recently Renovated Gated Society,,,,
1454,,,Individual,"2 BHK Flat in Sector 102, Gurgaon","2 BHK Flat in Sector 102, Gurgaon",₹2.2 Cr,"₹18,106 /sqft",2.0,2.0,2 BHK,1215.0,"1,215 sqft",Super Built-up,,North-East,Ready To Move,,,,,Shapoorji pallonji joyville Sector 102 Dwarka expressway gurgaon,Shapoorji Pallonji Joyville Gurugram,Shapoorji Pallonji Joyville Gurugram,North-East Facing DPS school Nearby,,,,
1455,,,Individual,"3 BHK Flat in Sector 102, Gurgaon","3 BHK Flat in Sector 102, Gurgaon",₹2.3 Cr,"₹13,617 /sqft",3.0,3.0,3 BHK,1689.0,"1,689 sqft",Super Built-up,,North,Ready To Move,,,,,Adani oyster grande sector 102 Dwarka expressway gurgaon,Adani M2K Oyster Grande,Adani M2K Oyster Grande,North Facing DPS school Nearby,,,,
1456,,,Individual,"2 BHK Flat in Sector 82, Gurgaon","2 BHK Flat in Sector 82, Gurgaon",₹1.55 Cr,"₹10,836 /sqft",2.0,2.0,2 BHK,1430.0,"1,430 sqft",Super Built-up,16 floor,East,Ready To Move,,2.0,,Garden,"Vatika the seven lamps is one of gurgaon's most sought after destination for apartments and this 2 bhk flat in sector 82 gurgaon is your opportunity to be a part of this community. This is a east-Facing property. The flat is over 1430 sq.Ft. Super built up area and comes with 2 bedroom(s), 2 bathrooms and 2 balconies. The residential building has 16 floors in total and the flat for sale is loca...",Vatika The Seven Lamps,Vatika The Seven Lamps,East Facing Private Garden,,,,
1457,,,Individual,"3 BHK Flat in Sector 48, Gurgaon","3 BHK Flat in Sector 48, Gurgaon",₹3.85 Cr,"₹15,098 /sqft",3.0,3.0,3 BHK,2550.0,"2,550 sqft",Super Built-up,,North-East,Ready To Move,,,Servant Room,"Power Backup, Swimming Pool, Garden","Central park bellevue ready to move property available for sale area 2550 sqft. 3bhk+servant room. This property available on middle floor and non park and sun facing unit. This project located on sohna road sector -48. Excellent wood work, modular kitchen, light, fan, geyser and vrv air condition. There are all modern facility available in this apartment 100% power backup, swimming pool, club,...",Central Park 2 Bellevue,Central Park 2 Bellevue,North-East Facing Private Garden,,,,
1458,,,Individual,"4 BHK Flat in Sector 37C, Gurgaon","4 BHK Flat in Sector 37C, Gurgaon",₹1.67 Cr,"₹9,010 /sqft",4.0,4.0,4 BHK,1848.0,"1,848 sqft",Super Built-up,,West,Ready To Move,,3.0,,,"Check out this 4 bhk apartment for sale in piedmont taksila heights, a popular residential project that houses in-Demand flats in sector 37c gurgaon. This is a north-West-Facing property. Containing 4 bedroom(s), 4 bathrooms and more than 3 balconies, this flat is spread over a super built up area of 1848 sq.Ft. This flat lies on the 10th level of a 15 storey building. Being a ready to move pro...",Piedmont Taksila heights,Piedmont Taksila heights,"Alipne, Euro, Suncity...... Nearby Park Hospital Nearby",,,,
1459,,,Individual,"2 BHK Flat in Sector 62, Gurgaon","2 BHK Flat in Sector 62, Gurgaon",₹3.45 Cr,"₹23,000 /sqft",2.0,2.0,2 BHK,1500.0,"1,500 sqft",Super Built-up,,,Ready To Move,,2.0,,,"Situated in sector 62 gurgaon, emaar digihomes is a well planned society that offers a pleasant living experience to its residents. This 2 bhk flat in gurgaon is your opportunity to be a part of this community. This property faces the east direction. The flat occupies a super built up area of 1500 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 2 balconies. The property is located on the 18...",Emaar Digihomes,Emaar Digihomes,,,,,
1460,,,Individual,"3 BHK Flat in Sector 65, Gurgaon","3 BHK Flat in Sector 65, Gurgaon",₹2.8 Cr,"₹17,499 /sqft",3.0,3.0,3 BHK,1600.0,"1,600 sqft",Super Built-up,,North-East,Ready To Move,,3.0,,,"Emaar mgf emerald floors premier is one of the most popular destination for buying apartments/ flats in sector 65 gurgaon. You too can be a part of this society by purchasing this 3 bhk flat here. This residential flat is north-East-Facing direction. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and 3 balconies. All in all, the flat is spread over a super built up area of 1600 ...",Emaar MGF Emerald Floors Premier,Emaar MGF Emerald Floors Premier,North-East Facing Top Floor,,,,
1461,,,Individual,"4 BHK Flat in Sector 104, Gurgaon","4 BHK Flat in Sector 104, Gurgaon",₹3.95 Cr,"₹12,539 /sqft",4.0,4.0,4 BHK,3150.0,"3,150 sqft",Super Built-up,27 floor,East,Ready To Move,,3.0,,,"This beautiful 4 bhk flat in sector 104 gurgaon is situated in ats triumph, one of the popular residential society in gurgaon. This is a north-East-Facing property. The floor plan additionally contains 4 bedroom(s), 4 bathrooms and more than 3 balconies. All in all, the flat is spread over a super built up area of 3150 sq.Ft. The flat has a total of 27 floors and this property is situated on 7t...",ATS Triumph,ATS Triumph,,,,,
1462,,,Individual,"2 BHK Flat in Sector 76, Gurgaon","2 BHK Flat in Sector 76, Gurgaon",₹1.03 Cr,"₹13,825 /sqft",2.0,2.0,2 BHK,745.0,745 sqft,Super Built-up,14 floor,,Ready To Move,,1.0,,,"The flat is north-Facing. Constructed on a super built up area of 745 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 1 balcony. The flat has a total of 14 floors and this property is situated on top floor. Being a ready to move project, you can expect immediate possession of this 1-5 years old property. The floor of this flat is beautifully designed using marble flooring, giving the f...",Suncity Avenue 76,Suncity Avenue 76,,,,,
